CountryCode,Year,total_population
NCL,1979,138500
NZL,1979,3109000
NIC,1979,3157356
NER,1979,5798584
NGA,1979,71619216
MNP,1979,15906
NOR,1979,4072517
OMN,1979,1091855
PAK,1979,75575981
PLW,1979,12127
PAN,1979,1931393
PNG,1979,3130125
PRY,1979,3094479
PER,1979,16924758
PHL,1979,46113992
POL,1979,35247217
PRT,1979,9661265
PRI,1979,3168088
QAT,1979,205244
ROM,1979,22090488
RUS,1979,138027000
RWA,1979,4968628
WSM,1979,154763
SMR,1979,21026
STP,1979,92652
SAU,1979,9323290
SEN,1979,5424299
SRB,1979,NA
SYC,1979,63594
SLE,1979,3017670
SGP,1979,2383500
SXM,1979,NA
SVK,1979,4938973
SVN,1979,1882599
SLB,1979,222905
SOM,1979,5758961
ZAF,1979,26940793
SSD,1979,4565912
ESP,1979,37201123
LKA,1979,14472000
KNA,1979,43450
LCA,1979,116292
MAF,1979,7303
VCT,1979,99589
SDN,1979,13917268
SUR,1979,362137
SWZ,1979,585335
SWE,1979,8293678
CHE,1979,6294365
SYR,1979,8651904
TJK,1979,3809991
TZA,1979,18110990
THA,1979,46412310
TMP,1979,586886
TGO,1979,2642845
TON,1979,92299
TTO,1979,1069199
TUN,1979,6215690
TUR,1979,42912350
TKM,1979,2791575
TCA,1979,7262
TUV,1979,7959
UGA,1979,12177677
UKR,1979,49750150
ARE,1979,927303
GBR,1979,56246951
USA,1979,225055000
URY,1979,2896021
UZB,1979,15543520
VUT,1979,112579
VEN,1979,14931741
VNM,1979,52574000
VIR,1979,96000
WBG,1979,NA
YEM,1979,7765087
ZMB,1979,5727577
ZWE,1979,7031159
ARB,1980,164571043
CSS,1980,5471020
CEB,1980,106564905
EAS,1980,1558464640
EAP,1980,1359783541
EMU,1980,302311356
ECS,1980,793769417
ECA,1980,210809729
EUU,1980,464340783
FCS,1980,202198940
HPC,1980,271276022
HIC,1980,1114849145
NOC,1980,242853323
OEC,1980,871995822
LCN,1980,364270961
LAC,1980,301466963
LDC,1980,393172012
LMY,1980,3321741211
LIC,1980,251638363
LMC,1980,1503783344
MEA,1980,185083537
MNA,1980,166836852
MIC,1980,3070102848
"NAC",1980,251872670
OED,1980,985232586
OSS,1980,10123957
PSS,1980,1413201
SST,1980,17008178
SAS,1980,900085240
SSF,1980,383043891
SSA,1980,382758886
UMC,1980,1566319504
WLD,1980,4436590356
AFG,1980,13211412
ALB,1980,2671997
DZA,1980,19337723
ASM,1980,32456
ADO,1980,36063
AGO,1980,8211950
ATG,1980,70301
ARG,1980,28105889
ARM,1980,3096298
ABW,1980,60096
AUS,1980,14692000
AUT,1980,7549433
AZE,1980,6163990
BHS,1980,210660
BHR,1980,359902
BGD,1980,81364176
BRB,1980,252197
BLR,1980,9643000
BEL,1980,9859242
BLZ,1980,144151
BEN,1980,3718024
BMU,1980,54670
BTN,1980,412561
BOL,1980,5589572
BIH,1980,4144726
BWA,1980,996331
BRA,1980,122199721
BRN,1980,193057
BGR,1980,8861535
BFA,1980,6822840
BDI,1980,4126544
CPV,1980,285599
KHM,1980,6718241
CMR,1980,8932121
CAN,1980,24593000
CYM,1980,16164
CAF,1980,2274095
TCD,1980,4512795
CHI,1980,128213
CHL,1980,11234340
CHN,1980,981235000
COL,1980,27737905
COM,1980,308518
ZAR,1980,26357407
COG,1980,1801688
CRI,1980,2389309
CIV,1980,8265549
HRV,1980,4588000
CUB,1980,9835177
CUW,1980,148041
CYP,1980,685406
CZE,1980,10304193
DNK,1980,5123027
DJI,1980,358960
DMA,1980,75313
DOM,1980,5809271
ECU,1980,7976449
EGY,1980,43369552
SLV,1980,4577683
GNQ,1980,220605
ERI,1980,2383858
EST,1980,1477219
ETH,1980,35239974
FRO,1980,43010
FJI,1980,635256
FIN,1980,4779535
FRA,1980,55340782
PYF,1980,151702
GAB,1980,729165
GMB,1980,604371
GEO,1980,4467700
DEU,1980,78288576
GHA,1980,10802025
GRC,1980,9642505
GRL,1980,50200
GRD,1980,89004
GUM,1980,104131
GTM,1980,7118628
GIN,1980,4506559
GNB,1980,849886
GUY,1980,786614
HTI,1980,5688832
HND,1980,3635862
HKG,1980,5063100
HUN,1980,10711122
ISL,1980,228138
IND,1980,697229745
IDN,1980,147490366
IRN,1980,38668222
IRQ,1980,13653358
IRL,1980,3412800
IMY,1980,65108
ISR,1980,3878000
ITA,1980,56433883
JAM,1980,2133000
JPN,1980,116782000
JOR,1980,2181000
KAZ,1980,14518924
KEN,1980,16267906
KIR,1980,59340
PRK,1980,17372167
KOR,1980,38123775
KSV,1980,1521000
KWT,1980,1384342
KGZ,1980,3617400
LAO,1980,3252701
LVA,1980,2511701
LBN,1980,2605294
LSO,1980,1307403
LBR,1980,1892529
LBY,1980,3191304
LIE,1980,25869
LTU,1980,3413202
LUX,1980,364150
MAC,1980,246236
MKD,1980,1924194
MDG,1980,8746516
MWI,1980,6163225
MYS,1980,13833739
MDV,1980,158282
MLI,1980,7090125
MLT,1980,316645
MHL,1980,30581
MRT,1980,1534085
MUS,1980,966039
MEX,1980,69330974
FSM,1980,72967
MDA,1980,3396000
MCO,1980,26746
MNG,1980,1689622
MNE,1980,573170
MAR,1980,20071902
MOZ,1980,11936379
MMR,1980,34470694
"NAM",1980,1012761
NPL,1980,14890080
NLD,1980,14149800
NCL,1980,140050
NZL,1980,3112900
NIC,1980,3249910
NER,1980,5963159
NGA,1980,73698096
MNP,1980,17048
NOR,1980,4085620
OMN,1980,1154375
PAK,1980,78071984
PLW,1980,12197
PAN,1980,1978575
PNG,1980,3215483
PRY,1980,3180628
PER,1980,17359118
PHL,1980,47396966
POL,1980,35574150
PRT,1980,9766312
PRI,1980,3206000
QAT,1980,223715
ROM,1980,22242653
RUS,1980,139010000
RWA,1980,5140786
WSM,1980,155554
SMR,1980,21363
STP,1980,94953
SAU,1980,9912917
SEN,1980,5568651
SRB,1980,NA
SYC,1980,64400
SLE,1980,3086406
SGP,1980,2413900
SXM,1980,NA
SVK,1980,4979815
SVN,1980,1901315
SLB,1980,230614
SOM,1980,6089707
ZAF,1980,27576000
SSD,1980,4701360
ESP,1980,37439035
LKA,1980,14747000
KNA,1980,43205
LCA,1980,117984
MAF,1980,7580
VCT,1980,100506
SDN,1980,14418063
SUR,1980,362777
SWZ,1980,603373
SWE,1980,8310531
CHE,1980,6319408
SYR,1980,8956156
TJK,1980,3917642
TZA,1980,18684893
THA,1980,47385325
TMP,1980,577580
TGO,1980,2720838
TON,1980,93007
TTO,1980,1085308
TUN,1980,6384000
TUR,1980,43905790
TKM,1980,2861000
TCA,1980,7525
TUV,1980,8051
UGA,1980,12547754
UKR,1980,49968811
ARE,1980,1016789
GBR,1980,56314216
USA,1980,227225000
URY,1980,2915775
UZB,1980,15951899
VUT,1980,115634
VEN,1980,15343917
VNM,1980,53700000
VIR,1980,97000
WBG,1980,NA
YEM,1980,8059381
ZMB,1980,5929497
ZWE,1980,7289083
ARB,1981,169828213
CSS,1981,5531599
CEB,1981,107187982
EAS,1981,1581896123
EAP,1981,1380911399
EMU,1981,303480588
ECS,1981,799091169
ECA,1981,213607873
EUU,1981,466081804
FCS,1981,207344181
HPC,1981,278278454
HIC,1981,1124313998
NOC,1981,246276835
OEC,1981,878037163
LCN,1981,372330102
LAC,1981,308423371
LDC,1981,403186706
LMY,1981,3390195034
LIC,1981,257466559
LMC,1981,1540381043
MEA,1981,191227827
MNA,1981,172007692
MIC,1981,3132728475
"NAC",1981,254421050
OED,1981,993924740
OSS,1981,10373676
PSS,1981,1445947
SST,1981,17351222
SAS,1981,921521635
SSF,1981,394021126
SSA,1981,393723064
UMC,1981,1592347432
WLD,1981,4514509032
AFG,1981,12996923
ALB,1981,2726056
DZA,1981,19943667
ASM,1981,33488
ADO,1981,37502
AGO,1981,8497950
ATG,1981,69750
ARG,1981,28543366
ARM,1981,3145885
ABW,1981,60567
AUS,1981,14927000
AUT,1981,7568710
AZE,1981,6261942
BHS,1981,215404
BHR,1981,374125
BGD,1981,83599582
BRB,1981,253080
BLR,1981,9710000
BEL,1981,9858982
BLZ,1981,147566
BEN,1981,3822206
BMU,1981,55050
BTN,1981,423887
BOL,1981,5711598
BIH,1981,4185074
BWA,1981,1033073
BRA,1981,125107382
BRN,1981,199136
BGR,1981,8891117
BFA,1981,6985158
BDI,1981,4239673
CPV,1981,290428
KHM,1981,6774509
CMR,1981,9201146
CAN,1981,24900000
CYM,1981,16795
CAF,1981,2340259
TCD,1981,4610964
CHI,1981,128988
CHL,1981,11400489
CHN,1981,993885000
COL,1981,28375995
COM,1981,318659
ZAR,1981,27049145
COG,1981,1855391
CRI,1981,2454127
CIV,1981,8629121
HRV,1981,4608000
CUB,1981,9884219
CUW,1981,148629
CYP,1981,689173
CZE,1981,10300591
DNK,1981,5121572
DJI,1981,374683
DMA,1981,75376
DOM,1981,5943591
ECU,1981,8183194
EGY,1981,44465918
SLV,1981,4652058
GNQ,1981,232934
ERI,1981,2453689
EST,1981,1487666
ETH,1981,36093319
FRO,1981,43559
FJI,1981,650957
FIN,1981,4799964
FRA,1981,55585824
PYF,1981,156240
GAB,1981,747593
GMB,1981,625413
GEO,1981,4504500
DEU,1981,78407907
GHA,1981,11117608
GRC,1981,9729350
GRL,1981,51000
GRD,1981,90575
GUM,1981,106486
GTM,1981,7310397
GIN,1981,4584305
GNB,1981,866947
GUY,1981,787728
HTI,1981,5818673
HND,1981,3750843
HKG,1981,5183400
HUN,1981,10711848
ISL,1981,230755
IND,1981,713561406
IDN,1981,150978841
IRN,1981,40209077
IRQ,1981,14046273
IRL,1981,3453000
IMY,1981,65128
ISR,1981,3956000
ITA,1981,56501675
JAM,1981,2162300
JPN,1981,117648000
JOR,1981,2267246
KAZ,1981,14683789
KEN,1981,16901181
KIR,1981,60137
PRK,1981,17623335
KOR,1981,38723248
KSV,1981,1552000
KWT,1981,1452383
KGZ,1981,3685800
LAO,1981,3317570
LVA,1981,2519421
LBN,1981,2615753
LSO,1981,1340694
LBR,1981,1961795
LBY,1981,3318560
LIE,1981,26221
LTU,1981,3432947
LUX,1981,365225
MAC,1981,252258
MKD,1981,1941445
MDG,1981,8983494
MWI,1981,6327344
MYS,1981,14180093
MDV,1981,163834
MLI,1981,7233877
MLT,1981,318982
MHL,1981,31895
MRT,1981,1578585
MUS,1981,980462
MEX,1981,70950741
FSM,1981,75462
MDA,1981,3429000
MCO,1981,27165
MNG,1981,1733479
MNE,1981,576678
MAR,1981,20564359
MOZ,1981,12228508
MMR,1981,35279907
"NAM",1981,1034446
NPL,1981,15237302
NLD,1981,14247208
NCL,1981,142650
NZL,1981,3124900
NIC,1981,3342666
NER,1981,6129762
NGA,1981,75729572
MNP,1981,18906
NOR,1981,4099702
OMN,1981,1220548
PAK,1981,80691701
PLW,1981,12383
PAN,1981,2026057
PNG,1981,3304188
PRY,1981,3271454
PER,1981,17792551
PHL,1981,48715592
POL,1981,35898587
PRT,1981,9851362
PRI,1981,3242552
QAT,1981,248053
ROM,1981,22415169
RUS,1981,139941000
RWA,1981,5313908
WSM,1981,156435
SMR,1981,21666
STP,1981,96947
SAU,1981,10556936
SEN,1981,5723541
SRB,1981,NA
SYC,1981,65128
SLE,1981,3155368
SGP,1981,2532800
SXM,1981,NA
SVK,1981,5016105
SVN,1981,1906531
SLB,1981,238488
SOM,1981,6251730
ZAF,1981,28254655
SSD,1981,4849708
ESP,1981,37740556
LKA,1981,14847000
KNA,1981,42978
LCA,1981,119593
MAF,1981,7868
VCT,1981,101378
SDN,1981,14935471
SUR,1981,363309
SWZ,1981,621314
SWE,1981,8320503
CHE,1981,6354074
SYR,1981,9277263
TJK,1981,4030104
TZA,1981,19279543
THA,1981,48336894
TMP,1981,580556
TGO,1981,2812071
TON,1981,93452
TTO,1981,1102562
TUN,1981,6555185
TUR,1981,44936836
TKM,1981,2931343
TCA,1981,7855
TUV,1981,8160
UGA,1981,12927007
UKR,1981,50221000
ARE,1981,1093108
GBR,1981,56333829
USA,1981,229466000
URY,1981,2935036
UZB,1981,16375135
VUT,1981,118578
VEN,1981,15761800
VNM,1981,54722000
VIR,1981,98000
WBG,1981,NA
YEM,1981,8369708
ZMB,1981,6138069
ZWE,1981,7571965
ARB,1982,175134529
CSS,1982,5599100
CEB,1982,107770794
EAS,1982,1607541549
EAP,1982,1404321928
EMU,1982,304270836
ECS,1982,803850256
ECA,1982,216294202
EUU,1982,467346238
FCS,1982,212408523
HPC,1982,285410524
HIC,1982,1133283621
NOC,1982,249695554
OEC,1982,883588067
LCN,1982,380466998
LAC,1982,315432096
LDC,1982,413495920
LMY,1982,3462147192
LIC,1982,263493720
LMC,1982,1577970025
MEA,1982,197659182
MNA,1982,177424668
MIC,1982,3198653472
"NAC",1982,256921449
OED,1982,1002134002
OSS,1982,10635559
PSS,1982,1480475
SST,1982,17715134
SAS,1982,943662470
SSF,1982,405328909
SSA,1982,405011828
UMC,1982,1620683447
WLD,1982,4595430813
AFG,1982,12667001
ALB,1982,2784278
DZA,1982,20575701
ASM,1982,34740
ADO,1982,39112
AGO,1982,8807511
ATG,1982,68950
ARG,1982,28993989
ARM,1982,3192877
ABW,1982,61344
AUS,1982,15178000
AUT,1982,7574140
AZE,1982,6362289
BHS,1982,220275
BHR,1982,385950
BGD,1982,85868228
BRB,1982,253836
BLR,1982,9776000
BEL,1982,9856303
BLZ,1982,151498
BEN,1982,3931355
BMU,1982,55449
BTN,1982,434385
BOL,1982,5835186
BIH,1982,4226663
BWA,1982,1069962
BRA,1982,128054757
BRN,1982,205061
BGR,1982,8917457
BFA,1982,7158256
BDI,1982,4359122
CPV,1982,296071
KHM,1982,6945053
CMR,1982,9480638
CAN,1982,25202000
CYM,1982,17357
CAF,1982,2411693
TCD,1982,4716073
CHI,1982,129983
CHL,1982,11569135
CHN,1982,1008630000
COL,1982,29027158
COM,1982,328355
ZAR,1982,27741104
COG,1982,1910800
CRI,1982,2521163
CIV,1982,9002400
HRV,1982,4635000
CUB,1982,9925618
CUW,1982,150101
CYP,1982,691711
CZE,1982,10314826
DNK,1982,5117810
DJI,1982,384743
DMA,1982,75168
DOM,1982,6078816
ECU,1982,8392935
EGY,1982,45610430
SLV,1982,4722272
GNQ,1982,251301
ERI,1982,2525005
EST,1982,1498414
ETH,1982,37109517
FRO,1982,44105
FJI,1982,668196
FIN,1982,4826933
FRA,1982,55858727
PYF,1982,160883
GAB,1982,766867
GMB,1982,648202
GEO,1982,4542800
DEU,1982,78333366
GHA,1982,11488112
GRC,1982,9789513
GRL,1982,51500
GRD,1982,93091
GUM,1982,108911
GTM,1982,7508161
GIN,1982,4684992
GNB,1982,885166
GUY,1982,785466
HTI,1982,5955265
HND,1982,3868296
HKG,1982,5264500
HUN,1982,10705535
ISL,1982,233860
IND,1982,730303461
IDN,1982,154506266
IRN,1982,41862373
IRQ,1982,14437661
IRL,1982,3485800
IMY,1982,64817
ISR,1982,4031000
ITA,1982,56543548
JAM,1982,2200100
JPN,1982,118449000
JOR,1982,2359755
KAZ,1982,14853993
KEN,1982,17559778
KIR,1982,60918
PRK,1982,17899236
KOR,1982,39326352
KSV,1982,1582000
KWT,1982,1518855
KGZ,1982,3759300
LAO,1982,3395113
LVA,1982,2531080
LBN,1982,2632281
LSO,1982,1374044
LBR,1982,2036325
LBY,1982,3450078
LIE,1982,26514
LTU,1982,3457179
LUX,1982,365525
MAC,1982,260921
MKD,1982,1954990
MDG,1982,9220693
MWI,1982,6483571
MYS,1982,14543585
MDV,1982,169861
MLI,1982,7386669
MLT,1982,325898
MHL,1982,33334
MRT,1982,1624310
MUS,1982,992521
MEX,1982,72547995
FSM,1982,78057
MDA,1982,3464000
MCO,1982,27629
MNG,1982,1777727
MNE,1982,579581
MAR,1982,21070647
MOZ,1982,12511864
MMR,1982,36098908
"NAM",1982,1056758
NPL,1982,15596012
NLD,1982,14312690
NCL,1982,145700
NZL,1982,3156100
NIC,1982,3435527
NER,1982,6299343
NGA,1982,77729802
MNP,1982,21393
NOR,1982,4114787
OMN,1982,1290007
PAK,1982,83427522
PLW,1982,12667
PAN,1982,2073826
PNG,1982,3395798
PRY,1982,3366726
PER,1982,18225727
PHL,1982,50068493
POL,1982,36230481
PRT,1982,9911771
PRI,1982,3277453
QAT,1982,277242
ROM,1982,22515389
RUS,1982,140823000
RWA,1982,5486431
WSM,1982,157401
SMR,1982,21944
STP,1982,98692
SAU,1982,11247085
SEN,1982,5888261
SRB,1982,NA
SYC,1982,65780
SLE,1982,3224346
SGP,1982,2646500
SXM,1982,NA
SVK,1982,5055099
SVN,1982,1910334
SLB,1982,246502
SOM,1982,6271538
ZAF,1982,28971839
SSD,1982,5007145
ESP,1982,37942805
LKA,1982,15196000
KNA,1982,42761
LCA,1982,121150
MAF,1982,8670
VCT,1982,102202
SDN,1982,15470415
SUR,1982,363993
SWZ,1982,639333
SWE,1982,8325263
CHE,1982,6391309
SYR,1982,9613517
TJK,1982,4146923
TZA,1982,19894677
THA,1982,49265597
TMP,1982,593937
TGO,1982,2915148
TON,1982,93683
TTO,1982,1120610
TUN,1982,6729178
TUR,1982,45997940
TKM,1982,3002785
TCA,1982,8245
TUV,1982,8284
UGA,1982,13318149
UKR,1982,50384000
ARE,1982,1158477
GBR,1982,56313641
USA,1982,231664000
URY,1982,2954281
UZB,1982,16810937
VUT,1982,121433
VEN,1982,16185895
VNM,1982,55687000
VIR,1982,102000
WBG,1982,NA
YEM,1982,8698304
ZMB,1982,6352561
ZWE,1982,7876414
ARB,1983,180493632
CSS,1983,5667553
CEB,1983,108326895
EAS,1983,1633133807
EAP,1983,1427842273
EMU,1983,304870908
ECS,1983,808434617
ECA,1983,219011492
EUU,1983,468419741
FCS,1983,217457461
HPC,1983,292744009
HIC,1983,1141809095
NOC,1983,253015741
OEC,1983,888793354
LCN,1983,388654061
LAC,1983,322471961
LDC,1983,424131976
LMY,1983,3535117516
LIC,1983,269764917
LMC,1983,1616207449
MEA,1983,204315938
MNA,1983,183047098
MIC,1983,3265352599
"NAC",1983,259303930
OED,1983,1009999334
OSS,1983,10910915
PSS,1983,1515158
SST,1983,18093626
SAS,1983,966101576
SSF,1983,416982682
SSA,1983,416643116
UMC,1983,1649145150
WLD,1983,4676926611
AFG,1983,12279095
ALB,1983,2843960
DZA,1983,21228288
ASM,1983,36165
ADO,1983,40862
AGO,1983,9128655
ATG,1983,67958
ARG,1983,29454739
ARM,1983,3239212
ABW,1983,62204
AUS,1983,15369000
AUT,1983,7561910
AZE,1983,6464775
BHS,1983,225185
BHR,1983,396447
BGD,1983,88181211
BRB,1983,254515
BLR,1983,9843000
BEL,1983,9855520
BLZ,1983,155820
BEN,1983,4045352
BMU,1983,55930
BTN,1983,444789
BOL,1983,5959962
BIH,1983,4270598
BWA,1983,1107103
BRA,1983,131014337
BRN,1983,210933
BGR,1983,8939738
BFA,1983,7340907
BDI,1983,4486613
CPV,1983,302174
KHM,1983,7196139
CMR,1983,9770555
CAN,1983,25456000
CYM,1983,17911
CAF,1983,2485666
TCD,1983,4830055
CHI,1983,131158
CHL,1983,11742057
CHN,1983,1023310000
COL,1983,29687096
COM,1983,337853
ZAR,1983,28448122
COG,1983,1967596
CRI,1983,2589932
CIV,1983,9383289
HRV,1983,4659000
CUB,1983,9966733
CUW,1983,151159
CYP,1983,694074
CZE,1983,10323856
DNK,1983,5114297
DJI,1983,392908
DMA,1983,74750
DOM,1983,6214857
ECU,1983,8606214
EGY,1983,46807221
SLV,1983,4789472
GNQ,1983,273199
ERI,1983,2598626
EST,1983,1508745
ETH,1983,38259376
FRO,1983,44661
FJI,1983,685389
FIN,1983,4855787
FRA,1983,56156284
PYF,1983,165611
GAB,1983,787017
GMB,1983,673230
GEO,1983,4582900
DEU,1983,78128282
GHA,1983,11895130
GRC,1983,9846627
GRL,1983,52100
GRD,1983,95981
GUM,1983,111405
GTM,1983,7710142
GIN,1983,4804740
GNB,1983,904391
GUY,1983,780367
HTI,1983,6096690
HND,1983,3988371
HKG,1983,5345100
HUN,1983,10689463
ISL,1983,236977
IND,1983,747374856
IDN,1983,158044343
IRN,1983,43610506
IRQ,1983,14824876
IRL,1983,3510600
IMY,1983,64404
ISR,1983,4105000
ITA,1983,56564074
JAM,1983,2240800
JPN,1983,119259000
JOR,1983,2455896
KAZ,1983,15030495
KEN,1983,18241331
KIR,1983,61760
PRK,1983,18191881
KOR,1983,39910403
KSV,1983,1614000
KWT,1983,1586205
KGZ,1983,3838300
LAO,1983,3483492
LVA,1983,2546011
LBN,1983,2651295
LSO,1983,1406818
LBR,1983,2107523
LBY,1983,3583183
LIE,1983,26768
LTU,1983,3485192
LUX,1983,365622
MAC,1983,271674
MKD,1983,1965488
MDG,1983,9462343
MWI,1983,6659453
MYS,1983,14926976
MDV,1983,176258
MLI,1983,7542377
MLT,1983,330524
MHL,1983,34895
MRT,1983,1671080
MUS,1983,1001691
MEX,1983,74133377
FSM,1983,80678
MDA,1983,3500000
MCO,1983,28098
MNG,1983,1823215
MNE,1983,582217
MAR,1983,21583746
MOZ,1983,12766859
MMR,1983,36917980
"NAM",1983,1081740
NPL,1983,15963746
NLD,1983,14367070
NCL,1983,148700
NZL,1983,3199300
NIC,1983,3527935
NER,1983,6472971
NGA,1983,79729311
MNP,1983,24308
NOR,1983,4128432
OMN,1983,1360921
PAK,1983,86264621
PLW,1983,13015
PAN,1983,2121921
PNG,1983,3489402
PRY,1983,3465796
PER,1983,18660443
PHL,1983,51455037
POL,1983,36571808
PRT,1983,9957865
PRI,1983,3311138
QAT,1983,309276
ROM,1983,22588790
RUS,1983,141668000
RWA,1983,5669251
WSM,1983,158383
SMR,1983,22203
STP,1983,100285
SAU,1983,11962244
SEN,1983,6062682
SRB,1983,NA
SYC,1983,66367
SLE,1983,3296530
SGP,1983,2681100
SXM,1983,NA
SVK,1983,5091971
SVN,1983,1922321
SLB,1983,254602
SOM,1983,6199671
ZAF,1983,29724004
SSD,1983,5165623
ESP,1983,38122429
LKA,1983,15417000
KNA,1983,42539
LCA,1983,122738
MAF,1983,10547
VCT,1983,102985
SDN,1983,16015120
SUR,1983,365242
SWZ,1983,658496
SWE,1983,8329033
CHE,1983,6418773
SYR,1983,9960833
TJK,1983,4269775
TZA,1983,20528465
THA,1983,50183106
TMP,1983,614379
TGO,1983,3026378
TON,1983,93775
TTO,1983,1138673
TUN,1983,6905136
TUR,1983,47072603
TKM,1983,3075867
TCA,1983,8671
TUV,1983,8413
UGA,1983,13727427
UKR,1983,50564000
ARE,1983,1218223
GBR,1983,56332848
USA,1983,233792000
URY,1983,2973461
UZB,1983,17257774
VUT,1983,124248
VEN,1983,16617343
VNM,1983,56655000
VIR,1983,104000
WBG,1983,NA
YEM,1983,9043210
ZMB,1983,6571673
ZWE,1983,8197564
ARB,1984,185880521
CSS,1984,5732089
CEB,1984,108853181
EAS,1984,1657490355
EAP,1984,1450329263
EMU,1984,305380451
ECS,1984,813231116
ECA,1984,221746766
EUU,1984,469449808
FCS,1984,222584263
HPC,1984,300374211
HIC,1984,1150222380
NOC,1984,256549815
OEC,1984,893672565
LCN,1984,396869481
LAC,1984,329519273
LDC,1984,435137234
LMY,1984,3607919626
LIC,1984,276331665
LMC,1984,1655059253
MEA,1984,211060487
MNA,1984,188779172
MIC,1984,3331587961
"NAC",1984,261583423
OED,1984,1017531966
OSS,1984,11206029
PSS,1984,1547783
SST,1984,18485901
SAS,1984,988898603
SSF,1984,429008541
SSA,1984,428646549
UMC,1984,1676528708
WLD,1984,4758142006
AFG,1984,11912510
ALB,1984,2904429
DZA,1984,21893857
ASM,1984,37687
ADO,1984,42704
AGO,1984,9444918
ATG,1984,66863
ARG,1984,29920907
ARM,1984,3287588
ABW,1984,62831
AUS,1984,15544000
AUT,1984,7561434
AZE,1984,6568857
BHS,1984,230016
BHR,1984,407223
BGD,1984,90559540
BRB,1984,255195
BLR,1984,9910000
BEL,1984,9855372
BLZ,1984,160342
BEN,1984,4163968
BMU,1984,56423
BTN,1984,456135
BOL,1984,6085499
BIH,1984,4318301
BWA,1984,1144716
BRA,1984,133950551
BRN,1984,216893
BGR,1984,8960679
BFA,1984,7531244
BDI,1984,4624617
CPV,1984,308251
KHM,1984,7475011
CMR,1984,10070779
CAN,1984,25702000
CYM,1984,18543
CAF,1984,2558432
TCD,1984,4955088
CHI,1984,132451
CHL,1984,11921407
CHN,1984,1036825000
COL,1984,30350082
COM,1984,347548
ZAR,1984,29190679
COG,1984,2025320
CRI,1984,2659772
CIV,1984,9769105
HRV,1984,4680000
CUB,1984,10017061
CUW,1984,151940
CYP,1984,697717
CZE,1984,10330213
DNK,1984,5111619
DJI,1984,404589
DMA,1984,74215
DOM,1984,6351572
ECU,1984,8823746
EGY,1984,48061546
SLV,1984,4855280
GNQ,1984,295090
ERI,1984,2675717
EST,1984,1518617
ETH,1984,39493503
FRO,1984,45239
FJI,1984,700366
FIN,1984,4881803
FRA,1984,56470769
PYF,1984,170397
GAB,1984,808088
GMB,1984,701097
GEO,1984,4622200
DEU,1984,77858685
GHA,1984,12311166
GRC,1984,9895801
GRL,1984,52700
GRD,1984,98440
GUM,1984,113961
GTM,1984,7913814
GIN,1984,4937230
GNB,1984,924378
GUY,1984,773302
HTI,1984,6240330
HND,1984,4111369
HKG,1984,5397900
HUN,1984,10668095
ISL,1984,239511
IND,1984,764664278
IDN,1984,161555584
IRN,1984,45429019
IRQ,1984,15204746
IRL,1984,3532423
IMY,1984,64207
ISR,1984,4159000
ITA,1984,56576718
JAM,1984,2279900
JPN,1984,120018000
JOR,1984,2551301
KAZ,1984,15214051
KEN,1984,18942599
KIR,1984,62768
PRK,1984,18487997
KOR,1984,40405956
KSV,1984,1647000
KWT,1984,1657920
KGZ,1984,3916400
LAO,1984,3579370
LVA,1984,2562047
LBN,1984,2667229
LSO,1984,1438248
LBR,1984,2163835
LBY,1984,3714264
LIE,1984,27009
LTU,1984,3514205
LUX,1984,365998
MAC,1984,283672
MKD,1984,1974069
MDG,1984,9714342
MWI,1984,6892527
MYS,1984,15333369
MDV,1984,182864
MLI,1984,7692537
MLT,1984,330593
MHL,1984,36567
MRT,1984,1718641
MUS,1984,1012221
MEX,1984,75721210
FSM,1984,83242
MDA,1984,3536000
MCO,1984,28514
MNG,1984,1871087
MNE,1984,585064
MAR,1984,22094516
MOZ,1984,12968335
MMR,1984,37724581
"NAM",1984,1112044
NPL,1984,16337117
NLD,1984,14424211
NCL,1984,151650
NZL,1984,3227100
NIC,1984,3619252
NER,1984,6652110
NGA,1984,81775215
MNP,1984,27363
NOR,1984,4140099
OMN,1984,1430926
PAK,1984,89183159
PLW,1984,13371
PAN,1984,2170390
PNG,1984,3583707
PRY,1984,3567750
PER,1984,19099575
PHL,1984,52873979
POL,1984,36904134
PRT,1984,9996232
PRI,1984,3344190
QAT,1984,341286
ROM,1984,22655940
RUS,1984,142745000
RWA,1984,5877556
WSM,1984,159281
SMR,1984,22455
STP,1984,101871
SAU,1984,12674089
SEN,1984,6246140
SRB,1984,NA
SYC,1984,66902
SLE,1984,3376371
SGP,1984,2732200
SXM,1984,NA
SVK,1984,5127097
SVN,1984,1932154
SLB,1984,262719
SOM,1984,6113252
ZAF,1984,30505361
SSD,1984,5314358
ESP,1984,38278575
LKA,1984,15603000
KNA,1984,42294
LCA,1984,124468
MAF,1984,12790
VCT,1984,103742
SDN,1984,16559205
SUR,1984,367611
SWZ,1984,680253
SWE,1984,8336605
CHE,1984,6441865
SYR,1984,10313485
TJK,1984,4400743
TZA,1984,21178079
THA,1984,51105438
TMP,1984,636670
TGO,1984,3140355
TON,1984,93838
TTO,1984,1155701
TUN,1984,7042550
TUR,1984,48138191
TKM,1984,3151262
TCA,1984,9097
TUV,1984,8537
UGA,1984,14163214
UKR,1984,50754000
ARE,1984,1280278
GBR,1984,56422072
